path,label
../data/processed\scissors\processed_BtUfOjTzw9EEvNHO.png,2
../data/processed\rock\processed_PDgemOaqWAiKPIcw.png,0
../data/processed\rock\processed_DVPUHpNyCvJxx69v.png,0
../data/processed\scissors\processed_6gt1kvpjTKJIA7S0.png,2
../data/processed\paper\processed_KAyKztBfGIWm4qN7.png,1
../data/processed\scissors\processed_wNuL3RC8AtAW70Bx.png,2
../data/processed\scissors\processed_RQgc9a0ml3hXrJXq.png,2
../data/processed\rock\processed_iILNKQp2qExtn6JV.png,0
../data/processed\scissors\processed_GVxDgpt5p4FA2e6n.png,2
../data/processed\paper\processed_tV2VtZHsIL8Gj4TC.png,1
../data/processed\paper\processed_q35FqG8h9VCDbQ1J.png,1
../data/processed\rock\processed_c1rdxANL8E7yG3ZI.png,0
../data/processed\scissors\processed_uMy6gyGTY6epng27.png,2
../data/processed\rock\processed_hqD5rX5jXifrtMJO.png,0
../data/processed\paper\processed_QKFJL22hutlivVGa.png,1
../data/processed\rock\processed_rZ3CYuMZgTELnLxc.png,0
../data/processed\paper\processed_HkBUo9kQDJho4uor.png,1
../data/processed\paper\processed_dmT5g2m3meABNfCJ.png,1
../data/processed\scissors\processed_e7wuzMq70FDcvaFr.png,2
../data/processed\paper\processed_i47BmmqwUa4y0jIP.png,1
../data/processed\rock\processed_nrRw9O00nT1ZeOJh.png,0
../data/processed\paper\processed_Af7KstxKjdhzUQyk.png,1
../data/processed\scissors\processed_SiIASaSafeaodwOd.png,2
../data/processed\scissors\processed_c5vx49tv1qUAH19T.png,2
../data/processed\scissors\processed_F4iIoT06hTWSuSs2.png,2
../data/processed\rock\processed_UPZ5MJAl3AqoLrZV.png,0
../data/processed\scissors\processed_svWW1IeCIfKmCxvY.png,2
../data/processed\rock\processed_x6RZUj3vDGq0u806.png,0
../data/processed\scissors\processed_Vn5KkLfrFuLeRyKZ.png,2
../data/processed\scissors\processed_J0FIl8T1zObZcenP.png,2
../data/processed\paper\processed_nXOxF15xZFtfflkL.png,1
../data/processed\rock\processed_gaackCmGss3Lt4tj.png,0
../data/processed\paper\processed_B3dlyiRDulDJWOsW.png,1
../data/processed\rock\processed_BYG1hwCG8M64UXIV.png,0
../data/processed\rock\processed_Xq3zZyHBFpklvwb6.png,0
../data/processed\rock\processed_8WivsxbidGW1wvnx.png,0
../data/processed\paper\processed_Klcu8qBjVs676hic.png,1
../data/processed\paper\processed_OJpDyt2u6zzfoVP0.png,1
../data/processed\paper\processed_wKiW95hiPu8zQhwV.png,1
../data/processed\paper\processed_YaRk8v83K7BQmi5G.png,1
../data/processed\scissors\processed_zdo3LHesq3aHmu1f.png,2
../data/processed\paper\processed_3MMu7EXUtM6aEtXU.png,1
../data/processed\scissors\processed_kH6F4XFQOxMTRZj3.png,2
../data/processed\scissors\processed_EBh8bZgOANio5kQw.png,2
../data/processed\rock\processed_ZM4bG569OHTj1XMT.png,0
../data/processed\scissors\processed_Me6SACZZ4EYJLHbB.png,2
../data/processed\scissors\processed_IH5gpU7fLJSn90Rx.png,2
../data/processed\paper\processed_aw7H9dMuThRnO74k.png,1
../data/processed\paper\processed_v6wOWeRyh3Sv5BXo.png,1
../data/processed\rock\processed_iQ8Ef3yZ12whKccA.png,0
../data/processed\scissors\processed_kP93zKVUzAJpIWpV.png,2
../data/processed\paper\processed_oiJhtTsTDkiAcHeR.png,1
../data/processed\rock\processed_5cJA6BncdVbygRNL.png,0
../data/processed\rock\processed_4yPN1zUFqW6ROTgq.png,0
../data/processed\scissors\processed_aK8TLrx71gTLlSXX.png,2
../data/processed\scissors\processed_3hIcgfPOoWEIs16j.png,2
../data/processed\rock\processed_Gq8pcFEIriCTMoBY.png,0
../data/processed\scissors\processed_KYTLHLPHUqj58UVh.png,2
../data/processed\scissors\processed_8VaAxK3h5GeQAqRn.png,2
../data/processed\rock\processed_IumhcLm1sbOr4pXt.png,0
../data/processed\paper\processed_X3iDu3E3UCW1w1Cd.png,1
../data/processed\scissors\processed_wJNyEIqVDFH8bx5h.png,2
../data/processed\rock\processed_nLGBKJAhRNQqPFrT.png,0
../data/processed\paper\processed_QUcJ1QclQwOY50vY.png,1
../data/processed\paper\processed_U3XlUGS4C4YGpjGP.png,1
../data/processed\paper\processed_cQ0dBO3yHPohZ9U9.png,1
../data/processed\paper\processed_Nm8PHXHrGlZy0d6Q.png,1
../data/processed\paper\processed_9WQaDoiIDC4zGPr8.png,1
../data/processed\paper\processed_lqo55attrFxuKqlu.png,1
../data/processed\scissors\processed_fnV8zv0atHjQzfhV.png,2
../data/processed\rock\processed_h89sRVkct1nAdPfo.png,0
../data/processed\paper\processed_WOMFIvaWB3TEY6Gl.png,1
../data/processed\scissors\processed_dWIQvO3tVSLw4etp.png,2
../data/processed\paper\processed_6NzgMmSELzk3WtZh.png,1
../data/processed\paper\processed_JZ8KCFK6y0Zd87Xl.png,1
../data/processed\scissors\processed_w1NflQUWVQmFdZdI.png,2
../data/processed\scissors\processed_1MMkSW3f1CAsw03q.png,2
../data/processed\rock\processed_nNB5f3VARZAaHI4U.png,0
../data/processed\rock\processed_9TeUwuSOgtGgewNL.png,0
../data/processed\rock\processed_PqlEUvTdVyPPQUUI.png,0
../data/processed\paper\processed_ejC8QIku5jrtci48.png,1
../data/processed\scissors\processed_s9hnXT0uSjC6vl6W.png,2
../data/processed\rock\processed_FVTXzNJQnU231QXO.png,0
../data/processed\rock\processed_jqMSEFiMhpIWzJfe.png,0
../data/processed\paper\processed_CIN4oPYURMvc4xTb.png,1
../data/processed\paper\processed_V9v5VHsYgQOVnzo2.png,1
../data/processed\scissors\processed_mxyADQuZCMwE1Nv5.png,2
../data/processed\scissors\processed_FfCLY0qhfyOoyam8.png,2
../data/processed\rock\processed_Yzx0RwB2AFNAvC6s.png,0
../data/processed\rock\processed_kW4W7E0A1Wpo45eL.png,0
../data/processed\scissors\processed_fIryCS56DD4INQKz.png,2
../data/processed\paper\processed_mZW0RUegJl9SM8ck.png,1
../data/processed\rock\processed_AuO0jNEKCbMzb7Xf.png,0
../data/processed\rock\processed_SE5eUJl8euX8gTJ3.png,0
../data/processed\scissors\processed_plCaKcxMczZTYQYV.png,2
../data/processed\paper\processed_nsbCG572TtIVkjKn.png,1
../data/processed\paper\processed_vfKiFjWIK9JKHxLn.png,1
../data/processed\rock\processed_DJUhF4lvtGZoaatl.png,0
../data/processed\paper\processed_LrVULgPLsLsfdZ2z.png,1
../data/processed\rock\processed_yrzokMUYHlOLsRhQ.png,0
../data/processed\scissors\processed_RpIg0o9X94lDnNcX.png,2
../data/processed\rock\processed_fa3PZHjdAUZAob3q.png,0
../data/processed\scissors\processed_XpFaeZAqFUqqJ85b.png,2
../data/processed\rock\processed_y7JyZqsFZUwdvkY2.png,0
../data/processed\rock\processed_9a9TiJDB5oAWqO9U.png,0
../data/processed\paper\processed_ldG6HLXeY0KilKyr.png,1
../data/processed\rock\processed_yhdKczrnPdXbTjZc.png,0
../data/processed\rock\processed_Rc1dJyDnXnSjnpoH.png,0
../data/processed\paper\processed_bPTh8OjfiaJfzdcw.png,1
../data/processed\rock\processed_Zz52yCODsLplv7rK.png,0
../data/processed\paper\processed_2IOsxsG8AaxntdJM.png,1
../data/processed\rock\processed_gutk3kRhu9AfjYWQ.png,0
../data/processed\paper\processed_7w91NsCtVzsPOSYB.png,1
../data/processed\rock\processed_BRCnAE1A7rvm7o8V.png,0
../data/processed\paper\processed_Ec6WrF6Soj4REPk7.png,1
../data/processed\paper\processed_P1STllnKDD05zo29.png,1
../data/processed\scissors\processed_PVsR1GzEGP3wznMy.png,2
../data/processed\paper\processed_rX4dcSySbz56p4dk.png,1
../data/processed\paper\processed_eQaNnPaHwKsOJaYq.png,1
../data/processed\scissors\processed_1UojLz4CrT2G1Eo5.png,2
../data/processed\scissors\processed_xXxXuQZdlW8ebxCN.png,2
../data/processed\rock\processed_MKU8h3j49NjuhQpi.png,0
../data/processed\rock\processed_xxUPxq2BY6NvCmP2.png,0
../data/processed\scissors\processed_5VvYOvnkxKc8PIog.png,2
../data/processed\paper\processed_nvCwoV9k3ym5N0JA.png,1
../data/processed\paper\processed_to1CYeerlgzyJIeO.png,1
../data/processed\scissors\processed_56VICUKU6RgoLTHW.png,2
../data/processed\paper\processed_CxcQ3XRBjkkmZ9b8.png,1
../data/processed\rock\processed_nb1DEYJBoJTVwG4K.png,0
../data/processed\paper\processed_pfyaiU10n2EvAwgw.png,1
../data/processed\scissors\processed_Gr3EpS7AO3KtWTz0.png,2
../data/processed\paper\processed_TmPdVzKg9yHUefja.png,1
../data/processed\scissors\processed_4z7r8yUDFk3HwEgN.png,2
../data/processed\paper\processed_JRZTPL2YQ6cfIMh9.png,1
../data/processed\paper\processed_k9d5xaurp8JC9DXp.png,1
../data/processed\paper\processed_byBLmTC0iWfnT7wo.png,1
../data/processed\scissors\processed_eU4VT33MEquo64QQ.png,2
../data/processed\scissors\processed_NeYB1usFd9o84q13.png,2
../data/processed\scissors\processed_gzRmdTIFRzV34Vjl.png,2
../data/processed\scissors\processed_eCrwTPFv8gvWXubN.png,2
../data/processed\rock\processed_HiWw0r0djGMscUQD.png,0
../data/processed\scissors\processed_Rc1pRmm4p20kAl7A.png,2
../data/processed\rock\processed_zp7Okc8j1CJgB8ji.png,0
../data/processed\paper\processed_XCoWpNiWscJm476F.png,1
../data/processed\paper\processed_wBUGgxpeb0gggcTx.png,1
../data/processed\rock\processed_EvpZ7BPu3bibrvM2.png,0
../data/processed\rock\processed_H3USQGpRNkk6KyXa.png,0
../data/processed\rock\processed_AfK6szcUXW6HDlxI.png,0
../data/processed\paper\processed_dyHfn1GBYIj195b5.png,1
../data/processed\scissors\processed_oNZAuH1gIa65iSMu.png,2
../data/processed\rock\processed_EQDfrFWZluld6aKP.png,0
../data/processed\rock\processed_6TC3PefZj9PxEdqz.png,0
../data/processed\scissors\processed_rOigyekSUNnTrmz6.png,2
../data/processed\scissors\processed_GGQjHIWNHMjBHBsr.png,2
../data/processed\rock\processed_FopS2RV432i19UVz.png,0
../data/processed\scissors\processed_T6IiF7nWO9Tf0adD.png,2
../data/processed\paper\processed_e50cckZL8BKmqzjd.png,1
../data/processed\scissors\processed_urK4D0Tf5XNKCgIJ.png,2
../data/processed\paper\processed_QLXEsveWG3vywKfy.png,1
../data/processed\rock\processed_oHI3A0mSiVVJTSo6.png,0
../data/processed\rock\processed_yoses2FRtQruYUYE.png,0
../data/processed\paper\processed_ZnuLAMdyI9xJCcKE.png,1
../data/processed\rock\processed_E5mlbTDFPHA7QX9U.png,0
../data/processed\paper\processed_PTjpGk2rKf6mhx9z.png,1
../data/processed\paper\processed_qC5sV6TzOBzyzW0p.png,1
../data/processed\rock\processed_4QtEaLUAuzeJZKdK.png,0
../data/processed\paper\processed_OEFttKrmyc4bGb54.png,1
../data/processed\rock\processed_mwbC6miMP5CXTp3a.png,0
../data/processed\rock\processed_LlDkBm3uklZkHrB0.png,0
../data/processed\scissors\processed_Dcb4pD70p3oKdeIW.png,2
../data/processed\rock\processed_nS9fHg3r4luGv0mF.png,0
../data/processed\rock\processed_StZmJNdxOScdAqF0.png,0
../data/processed\scissors\processed_cDveaur4dR2ZCCo8.png,2
../data/processed\rock\processed_3k7WrSAInCaatFtl.png,0
../data/processed\paper\processed_gFqfkMtX39sTkrSB.png,1
../data/processed\scissors\processed_a9YV7Tzoj751vTun.png,2
../data/processed\paper\processed_JUn3VuVCoOKC5Nv2.png,1
../data/processed\paper\processed_O4H6QPX8bdwNiIie.png,1
../data/processed\paper\processed_90GH8JQWUw9PUnlA.png,1
../data/processed\paper\processed_HyLg8tH9blwT6eVy.png,1
../data/processed\scissors\processed_UJ5WJEvN4vQ86HKA.png,2
../data/processed\rock\processed_UElo8u1bUerF3JNe.png,0
../data/processed\paper\processed_QnjBVl6cFnyd2hVF.png,1
../data/processed\paper\processed_lhr6oNI2jMsi0Z6A.png,1
../data/processed\rock\processed_HnWLgtGVbnoPAaMK.png,0
../data/processed\scissors\processed_e1qGNUkh9ecj7QG3.png,2
../data/processed\rock\processed_whv9ZooPZNEjStCk.png,0
../data/processed\paper\processed_DE5gewqrqzSaVsdI.png,1
../data/processed\scissors\processed_AORIZvib6x3RaA82.png,2
../data/processed\paper\processed_KHfp6LJDEhqbcomR.png,1
../data/processed\rock\processed_KC8RPAtZSyUL0vaR.png,0
../data/processed\scissors\processed_YqEvBlhrl5XkzIlO.png,2
../data/processed\paper\processed_HbBcQItQ6d5yMDqL.png,1
../data/processed\paper\processed_crYtjQcVKQjCAWYq.png,1
../data/processed\scissors\processed_o3uLvDdBwKBY9793.png,2
../data/processed\paper\processed_Uok6jb9ObZxSWCDu.png,1
../data/processed\rock\processed_bqpOIN5gUl0r6vIS.png,0
../data/processed\scissors\processed_lGC1Z9CaHybrKaoK.png,2
../data/processed\rock\processed_g9lqYZfHWUb3cm08.png,0
../data/processed\scissors\processed_DJQMlkIuVBNMoXMX.png,2
../data/processed\paper\processed_9xyvz1JbPwNqtLgH.png,1
../data/processed\scissors\processed_ttGVYechgB3WAlum.png,2
../data/processed\scissors\processed_RRarqefXkioSeU1z.png,2
../data/processed\rock\processed_gaZKijiVXyjhSLYp.png,0
../data/processed\scissors\processed_bLJSE1dl7VbQCUF9.png,2
../data/processed\scissors\processed_9r4WuhdqPmffGmPA.png,2
../data/processed\rock\processed_cfFHU3Y39yeofrTg.png,0
../data/processed\paper\processed_UVuauoFm9Pk5JJre.png,1
../data/processed\rock\processed_9JYn3D5vkXtrasPJ.png,0
../data/processed\paper\processed_prCirglnpqZ4KRmM.png,1
../data/processed\paper\processed_2tDgPZGqbrw95j39.png,1
../data/processed\rock\processed_tErKQ83tdngWfp23.png,0
../data/processed\scissors\processed_Qonst5LFs961D77L.png,2
../data/processed\rock\processed_00nKV8oHuTGi20gq.png,0
../data/processed\paper\processed_t2SdNfWDiXGLJPBA.png,1
../data/processed\paper\processed_7L3Xke8iQBzywEPH.png,1
../data/processed\paper\processed_aKUFn8PEF7LP8BaX.png,1
../data/processed\rock\processed_5yHTRIIDcdrXqMYJ.png,0
../data/processed\scissors\processed_qu2vQ5gzrN7dOu1Y.png,2
../data/processed\rock\processed_I9Ej8xGU5ivG8R2F.png,0
../data/processed\scissors\processed_ainbAijlBiMxQcNq.png,2
../data/processed\scissors\processed_FHS2JqvlXGibavFw.png,2
../data/processed\rock\processed_2HSPQEteONUjEXAF.png,0
../data/processed\rock\processed_iVsm6EbRk1J1cEGN.png,0
../data/processed\rock\processed_IIRbCSbDRuQjm456.png,0
../data/processed\paper\processed_qM0f6IJPDfLRpo1d.png,1
../data/processed\scissors\processed_aRca3k5D1oCHVx0h.png,2
../data/processed\rock\processed_poJARbX3gvvFDPXQ.png,0
../data/processed\paper\processed_xioDLxSWnSZ5sDbQ.png,1
../data/processed\rock\processed_xn0aW7kbdkNaR2cj.png,0
../data/processed\scissors\processed_sjx49D4yv4AIXKCy.png,2
../data/processed\rock\processed_iYSPVRaZyIwKTrot.png,0
../data/processed\paper\processed_RqdXcCyqmXMxSDxn.png,1
../data/processed\paper\processed_qZX4Zcms0Ffpe8v7.png,1
../data/processed\rock\processed_p8g7qteM8iFK1Mdp.png,0
../data/processed\scissors\processed_ngrJl9cJoUVFdYwO.png,2
../data/processed\scissors\processed_5p5Qjz4unC0KcWoL.png,2
../data/processed\paper\processed_8I8hrFbPPNz6qWeV.png,1
../data/processed\scissors\processed_M8g1dW2y0mQxe3OR.png,2
../data/processed\scissors\processed_6weMqPPWdXLD7lNy.png,2
../data/processed\scissors\processed_8Gew5erdZ7A4K3gI.png,2
../data/processed\paper\processed_3JN7OPsnxDBpcVeD.png,1
../data/processed\rock\processed_2f25VA1nfxiC86xj.png,0
../data/processed\scissors\processed_FoYWUBXBw6qO7y0f.png,2
../data/processed\paper\processed_pW8TQWh9SoWh0HLE.png,1
../data/processed\paper\processed_nnf5jELXQuneoejn.png,1
../data/processed\scissors\processed_0Flw60Z2MAWWKn6S.png,2
../data/processed\rock\processed_oJgp2GfiHRHchjDv.png,0
../data/processed\paper\processed_ZGQV7rFVePreAdOe.png,1
../data/processed\rock\processed_YmNXS0VhjQjldK3P.png,0
../data/processed\paper\processed_DsaaqkHZUN3pmcwH.png,1
../data/processed\rock\processed_hfNIdhXfFcNcv37n.png,0
../data/processed\paper\processed_XF9I4tnxCvI7XzIG.png,1
../data/processed\paper\processed_ZBA0HPVlxkCdle5v.png,1
../data/processed\paper\processed_KSueOZE0QWbJClvK.png,1
../data/processed\scissors\processed_OLq5gEcrMDGftxeG.png,2
../data/processed\rock\processed_19H63c0MWD56EWNq.png,0
../data/processed\paper\processed_BfFGJgByTJnxADwA.png,1
../data/processed\paper\processed_QASICiZe79sFTXBz.png,1
../data/processed\paper\processed_jYSFgcG68qqavVn6.png,1
../data/processed\paper\processed_cI2tl5vM2koXZPfG.png,1
../data/processed\rock\processed_cfyxwMjZmO6RYzLq.png,0
../data/processed\paper\processed_nOTm1e00MAJxvpwp.png,1
../data/processed\paper\processed_MKe2ciaSOmdDH1JK.png,1
../data/processed\rock\processed_so3Om75mBnUfBdTe.png,0
../data/processed\rock\processed_INutMuoFBgugllQm.png,0
../data/processed\paper\processed_Qxx5l8WCNBjMb5xI.png,1
../data/processed\scissors\processed_LNyVq7Qg9M0S6RMZ.png,2
../data/processed\scissors\processed_XBP2RvuuQk5EMXsW.png,2
../data/processed\paper\processed_UOW45qbyvti8nBHV.png,1
../data/processed\paper\processed_NLwrHPTaiNSMjHLX.png,1
../data/processed\paper\processed_HU7Q4utMI0vHMxlh.png,1
../data/processed\paper\processed_bQO2dBIReHsgMCBi.png,1
../data/processed\scissors\processed_oDhw5SDj3rprGmyc.png,2
../data/processed\scissors\processed_Ea5uaRMj6JwEAEtn.png,2
../data/processed\scissors\processed_JULz0bpEBDkoMfh4.png,2
../data/processed\paper\processed_LpASHQ03atiBeyRw.png,1
../data/processed\paper\processed_45OQyZuXtfNCc8Rk.png,1
../data/processed\paper\processed_Zo0eTAGaUb4ewSkf.png,1
../data/processed\paper\processed_Lq77eAG8OPaizwEd.png,1
../data/processed\scissors\processed_AOao5nWv96N9SV7O.png,2
../data/processed\scissors\processed_TUB0nmtfE8SZjEzL.png,2
../data/processed\paper\processed_UQIJiOYi6zCaIeue.png,1
../data/processed\paper\processed_IQsx834hZ2POqopO.png,1
../data/processed\rock\processed_jJVH6kP3VRPHbWvs.png,0
../data/processed\rock\processed_1UXuUYJ4rVj2eSvt.png,0
../data/processed\paper\processed_vFCd43peE8nozYko.png,1
../data/processed\scissors\processed_R9GlL5dx9nmjXWlS.png,2
../data/processed\rock\processed_koWcxNMbMRN8TxnP.png,0
../data/processed\scissors\processed_nfqbRmCrRbEXjgfb.png,2
../data/processed\paper\processed_ueuECCtQxOjHF1ij.png,1
../data/processed\paper\processed_eLBTZkvB4E951ml0.png,1
../data/processed\paper\processed_KJ77yLPN943SrPZW.png,1
../data/processed\scissors\processed_z7TWGDT2mb6DsKuG.png,2
../data/processed\paper\processed_9OyGmAsWD5Ie6QIa.png,1
../data/processed\scissors\processed_2tRxoWcFfrvjsHTZ.png,2
../data/processed\paper\processed_Lmx5I567tGyQ9HYi.png,1
../data/processed\rock\processed_OavUnCwAEACzIK0A.png,0
../data/processed\scissors\processed_SWoqkY88y24jzfHP.png,2
../data/processed\scissors\processed_TklTtKIVRWh2HA94.png,2
../data/processed\paper\processed_zGty6p4zGTzRip73.png,1
../data/processed\scissors\processed_MpiOsioYVx1AJelO.png,2
../data/processed\rock\processed_yAKYvpfUMYbJhbDP.png,0
../data/processed\rock\processed_iCR447ESdUXjdOFz.png,0
../data/processed\scissors\processed_nf8YKjeoUMPtr65m.png,2
../data/processed\rock\processed_2O9XPBJRT119drWX.png,0
../data/processed\scissors\processed_2TAGoXw7yaK0bXBu.png,2
../data/processed\scissors\processed_qHXkVDE4py7UfvIQ.png,2
../data/processed\paper\processed_FxLuxwBp9Hw2th2O.png,1
../data/processed\rock\processed_oO3NO14nRLCUNjuZ.png,0
../data/processed\rock\processed_wjljU5HhXhirxPZ3.png,0
../data/processed\rock\processed_IRSnSZdAUmx8ZVkD.png,0
../data/processed\scissors\processed_r2sdyTijtdmySs6h.png,2
../data/processed\paper\processed_RlpqfQnTgM6AxUNs.png,1
../data/processed\scissors\processed_tVigGbWgM7Rp9ic4.png,2
../data/processed\rock\processed_sKD8rWd2xMuZQl49.png,0
../data/processed\paper\processed_K6IACWoiTOnGR9Np.png,1
../data/processed\paper\processed_s73bLQf6K0lw4RDJ.png,1
../data/processed\scissors\processed_dFlxUAypUgfOZqoV.png,2
../data/processed\scissors\processed_fXrAew7llUJLK8CU.png,2
../data/processed\scissors\processed_ZCr3PjDcttbKRAAW.png,2
../data/processed\paper\processed_ib30bLCbBl0mKWko.png,1
../data/processed\rock\processed_2JRYQXb5kmlhgD5i.png,0
../data/processed\scissors\processed_p67xXnYGlchlu7pi.png,2
../data/processed\paper\processed_C0WynzBAhXQGSywJ.png,1
../data/processed\paper\processed_8NNPWO3e2oNq8lg9.png,1
../data/processed\paper\processed_qsRQNgddFhV2Mlnn.png,1
../data/processed\paper\processed_7ZGsbIMypDIEZxR0.png,1
../data/processed\scissors\processed_YTAomJ0XCIRzqKKX.png,2
../data/processed\scissors\processed_twG9gv5cSKwb2CqR.png,2
../data/processed\rock\processed_eb93o1ZDeBlrdfyc.png,0
../data/processed\paper\processed_RJrQJX31bej6flMr.png,1
../data/processed\rock\processed_Qs7kzLICH4ZpdyPo.png,0
../data/processed\rock\processed_muKpkJF3C3j0TmAN.png,0
../data/processed\scissors\processed_d9N9D5ldS6PCfFXu.png,2
../data/processed\rock\processed_DNnBWydGbZkwxkWz.png,0
../data/processed\scissors\processed_FZTB5QPwvq7b9xok.png,2
../data/processed\paper\processed_qQim08vMQ6OUCtbR.png,1
../data/processed\paper\processed_jaxChUvakWAN9eTs.png,1
../data/processed\scissors\processed_2ufDQYIqKG1xRG7y.png,2
../data/processed\scissors\processed_P2mN2BN7A8eaYm1l.png,2
../data/processed\scissors\processed_VQI4ru8aVkvWIHT4.png,2
../data/processed\scissors\processed_yiOfEmSzPhjaYDwH.png,2
../data/processed\paper\processed_D9nbrQLDSgDMNh3G.png,1
../data/processed\paper\processed_4hcthlc3eCByBJFh.png,1
../data/processed\paper\processed_bxn0wMR4QebqVl62.png,1
../data/processed\scissors\processed_gs2BzCeH7aDo8Lhs.png,2
../data/processed\scissors\processed_65PVbRzrpzfdu8nJ.png,2
../data/processed\paper\processed_AjwddXm0ttm7Ts5J.png,1
../data/processed\scissors\processed_asi6ZQCskd51eHm1.png,2
../data/processed\rock\processed_ELmZ4ELVncvjq7J6.png,0
../data/processed\paper\processed_CwFaCN3ykqwQ6KZV.png,1
../data/processed\rock\processed_dLrum1jVnQix8sV5.png,0
../data/processed\rock\processed_IoVOalbQe90ghv9U.png,0
../data/processed\scissors\processed_W6jpdF8qZXwnsopw.png,2
../data/processed\paper\processed_NnWvTxntBJ5mFY73.png,1
../data/processed\scissors\processed_nukdu4gV8vol1FY9.png,2
../data/processed\rock\processed_81eTWj04M9fRjy51.png,0
../data/processed\scissors\processed_6CyIuv1pvHDwTWmR.png,2
../data/processed\paper\processed_BqGdYFfhQ4sOU5Xl.png,1
../data/processed\scissors\processed_9YPMzKwEOWcIx1oN.png,2
../data/processed\rock\processed_qUjyvBdP04lUmBkl.png,0
../data/processed\paper\processed_IkSLcJtq4O6iBmE4.png,1
../data/processed\scissors\processed_GgA8wrylOr4pvJhZ.png,2
../data/processed\scissors\processed_kyzq1dNdXgG9OZDb.png,2
../data/processed\scissors\processed_55yz6JI9f5DTbq9D.png,2
../data/processed\paper\processed_UCZlOkcylNYU2ylP.png,1
../data/processed\scissors\processed_PWtGlvRP69nLSr9F.png,2
../data/processed\scissors\processed_hmu0D0hhHVAD8wXd.png,2
../data/processed\rock\processed_g04l14MAwqQthuWW.png,0
../data/processed\scissors\processed_Em50Yggfyz815VUH.png,2
../data/processed\paper\processed_jZe5ePOjxcQEJitP.png,1
../data/processed\rock\processed_JMkBm2iBy4VxFChU.png,0
../data/processed\paper\processed_9yGlnLxGtzq1gJti.png,1
../data/processed\rock\processed_yxZyXGFCtnDwavIo.png,0
../data/processed\scissors\processed_ReZf7r7O8OZ1R3Cm.png,2
../data/processed\paper\processed_UGHu0zv6pWOmgBWn.png,1
../data/processed\rock\processed_AydtaubqlFzR1W5x.png,0
../data/processed\scissors\processed_XN42vZFFWvOwwrEb.png,2
../data/processed\rock\processed_5dxMkdp9L1r6Dv8X.png,0
../data/processed\paper\processed_OSEIPDjPzHw3gKjc.png,1
../data/processed\scissors\processed_GacGc5Z89bSZ5IXG.png,2
../data/processed\paper\processed_cUFSYeNYdnhRB6MD.png,1
